Body Name,Transaction Number,Account code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,10726666,HP3,Room Hire Charges,P02,"Early Years, Children & Youth",SOMERSET COUNTY COUNCIL,29/01/2014,468
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,650
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,660
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,660
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,700
Bath & North East Somerset Council,80303363,LM6,Nursing Care,P03,Wellbeing,LARKHALL SPRINGS NURSING HOME,29/01/2014,700
Bath & North East Somerset Council,80303319,LM3,Residential Care,P03,Wellbeing,LATIMER LODGE RESIDENTIAL HOME,29/01/2014,433.5
Bath & North East Somerset Council,80303319,LM3,Residential Care,P03,Wellbeing,LATIMER LODGE RESIDENTIAL HOME,29/01/2014,433.5
Bath & North East Somerset Council,80303333,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LIMITED RE SUNNYMEAD CARE HOME,29/01/2014,575
Bath & North East Somerset Council,80303333,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LIMITED RE SUNNYMEAD CARE HOME,29/01/2014,575
Bath & North East Somerset Council,80303331,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD,29/01/2014,568.7
Bath & North East Somerset Council,80303331,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD,29/01/2014,568.7
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303346,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE HONEYMEAD CARE HOME,29/01/2014,532.79
Bath & North East Somerset Council,80303297,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE LADYMEAD CARE HOME,29/01/2014,575
Bath & North East Somerset Council,80303297,LM6,Nursing Care,P03,Wellbeing,LAUDCARE LTD RE LADYMEAD CARE HOME,29/01/2014,575
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,671.04
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,671.04
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,724.35
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,724.35
Bath & North East Somerset Council,80303237,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,737.81
Bath & North East Somerset Council,80303237,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,737.81
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,822.69
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,822.69
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,835.56
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,835.56
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,900
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,900
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,928.71
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,928.71
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,988.5
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,988.5
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1011.85
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1011.85
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1039.2
Bath & North East Somerset Council,80303236,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1039.2
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1069.95
Bath & North East Somerset Council,80303236,LM6,Nursing Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1069.95
Bath & North East Somerset Council,80303235,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1150.83
Bath & North East Somerset Council,80303235,LM3,Residential Care,P03,Wellbeing,LEONARD CHESHIRE FOUNDATION,29/01/2014,1150.83
Bath & North East Somerset Council,80303274,LM6,Nursing Care,P03,Wellbeing,LIFESTYLE CARE (2005) PLC,29/01/2014,597.4
Bath & North East Somerset Council,80303274,LM6,Nursing Care,P03,Wellbeing,LIFESTYLE CARE (2005) PLC,29/01/2014,597.4
Bath & North East Somerset Council,80303274,LM6,Nursing Care,P03,Wellbeing,LIFESTYLE CARE (2005) PLC,29/01/2014,618
Bath & North East Somerset Council,80303274,LM6,Nursing Care,P03,Wellbeing,LIFESTYLE CARE (2005) PLC,29/01/2014,618
Bath & North East Somerset Council,80303278,LM3,Residential Care,P03,Wellbeing,LILLIPUT HOUSE REST HOME,29/01/2014,518.13
Bath & North East Somerset Council,80303278,LM3,Residential Care,P03,Wellbeing,LILLIPUT HOUSE REST HOME,29/01/2014,518.13
Bath & North East Somerset Council,80303293,LM3,Residential Care,P03,Wellbeing,LYNDALE CARE LTD,29/01/2014,600
Bath & North East Somerset Council,80303293,LM3,Residential Care,P03,Wellbeing,LYNDALE CARE LTD,29/01/2014,600
Bath & North East Somerset Council,80303208,LM3,Residential Care,P03,Wellbeing,MANOR COMMUNITY CARE HOME,29/01/2014,798
Bath & North East Somerset Council,80303208,LM3,Residential Care,P03,Wellbeing,MANOR COMMUNITY CARE HOME,29/01/2014,798
Bath & North East Somerset Council,80303208,LM3,Residential Care,P03,Wellbeing,MANOR COMMUNITY CARE HOME,29/01/2014,1278
Bath & North East Somerset Council,80303208,LM3,Residential Care,P03,Wellbeing,MANOR COMMUNITY CARE HOME,29/01/2014,1278
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,546.05
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,546.05
Bath & North East Somerset Council,80303250,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,661.56
Bath & North East Somerset Council,80303250,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,661.56
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,725.61
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,725.61
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,1307
Bath & North East Somerset Council,80303261,LM3,Residential Care,P03,Wellbeing,MANOR HOUSE,29/01/2014,1307
Bath & North East Somerset Council,10724877,KB1,Hire of Vehicles,P01,Transport,EUROPCAR UK LTD,29/01/2014,478.24
Bath & North East Somerset Council,80303338,LM3,Residential Care,P03,Wellbeing,MARTHA TRUST HEREFORD LTD CORPORATE SP,29/01/2014,2848.51
Bath & North East Somerset Council,80303338,LM3,Residential Care,P03,Wellbeing,MARTHA TRUST HEREFORD LTD CORPORATE SP,29/01/2014,2848.51
Bath & North East Somerset Council,80303341,LM6,Nursing Care,P03,Wellbeing,MELTON HEALTH CARE LTD,29/01/2014,670
Bath & North East Somerset Council,80303341,LM6,Nursing Care,P03,Wellbeing,MELTON HEALTH CARE LTD,29/01/2014,670
Bath & North East Somerset Council,80303181,YF2,Fees & Charges,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,85.15
Bath & North East Somerset Council,80303181,YF2,Fees & Charges,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,87.63
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,185.79
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,214.29
Bath & North East Somerset Council,10725356,LJ4,Contracts,P01,Transport,STEVE WARREN TRANSPORT SERVICES LTD,29/01/2014,493
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,433.5
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,475
Bath & North East Somerset Council,80303181,LM3,Residential Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,475
Bath & North East Somerset Council,80303180,LM6,Nursing Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,575
Bath & North East Somerset Council,80303180,LM6,Nursing Care,P03,Wellbeing,METHODIST HOMES FOR THE AGED,29/01/2014,575
Bath & North East Somerset Council,80303451,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,409.64
Bath & North East Somerset Council,80303451,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,837
Bath & North East Somerset Council,10723462,3F7,External Fees,P07,Community Resources,AMBASSADOR LITHO LTD,29/01/2014,500
Bath & North East Somerset Council,80303451,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,837
Bath & North East Somerset Council,80303314,LM3,Residential Care,P03,Wellbeing,MILESTONES TRUST,29/01/2014,986.36
Bath & North East Somerset Council,80303314,LM3,Residential Care,P03,Wellbeing,MILESTONES TRUST,29/01/2014,986.36
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,433.5
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,475
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,475
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,475
Bath & North East Somerset Council,80303370,LM3,Residential Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,475
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303540,PG1,Rent Allowances,P07,Community Resources,BATH AND NORTH EAST SOMERSET COU,29/01/2014,3165.47
Bath & North East Somerset Council,80303556,PG1,Rent Allowances,P07,Community Resources,BATH CHRISTIAN TRUST,29/01/2014,5603.6
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303370,LM6,Nursing Care,P03,Wellbeing,MIMOSA HEALTHCARE,29/01/2014,552
Bath & North East Somerset Council,80303431,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,800
Bath & North East Somerset Council,80303217,YF2,Fees & Charges,P03,Wellbeing,MOSTYN LODGE,29/01/2014,104.14
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,371.57
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,433.5
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,475
Bath & North East Somerset Council,80303217,LM3,Residential Care,P03,Wellbeing,MOSTYN LODGE,29/01/2014,475
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,100
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,100
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,250
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,250
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,389.06
Bath & North East Somerset Council,80303413,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,389.06
Bath & North East Somerset Council,80303435,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,194.53
Bath & North East Somerset Council,80303435,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,834
Bath & North East Somerset Council,80303435,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,1130.92
Bath & North East Somerset Council,10726535,LJ2,Legal Fees,P02,"Early Years, Children & Youth",WITHY KING SOLICITORS,29/01/2014,536.32
Bath & North East Somerset Council,10725060,HP3,Room Hire Charges,P09,Homes & Planning,FARRINGTON PARK,29/01/2014,541.67
Bath & North East Somerset Council,80303420,LL5,Adoption Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,232.58
Bath & North East Somerset Council,80303420,LL5,Adoption Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,274.92
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1106.3
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1106.3
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1132.5
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1132.5
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1133.5
Bath & North East Somerset Council,80303195,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1133.5
Bath & North East Somerset Council,80303196,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1204.04
Bath & North East Somerset Council,80303196,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1204.04
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1474.88
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1474.88
Bath & North East Somerset Council,80303196,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1882.12
Bath & North East Somerset Council,80303196,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1882.12
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1914.36
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1914.36
Bath & North East Somerset Council,80303198,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1967
Bath & North East Somerset Council,80303198,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,1967
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2084.65
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2084.65
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2224.05
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2224.05
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2241.32
Bath & North East Somerset Council,80303199,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2241.32
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2300
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2300
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2534.86
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2534.86
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2929.2
Bath & North East Somerset Council,80303197,LM3,Residential Care,P03,Wellbeing,REDACTED,29/01/2014,2929.2
Bath & North East Somerset Council,80303414,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,152
Bath & North East Somerset Council,80303414,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,409.64
Bath & North East Somerset Council,80303414,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,825
Bath & North East Somerset Council,80303448,LA1,Equipment Purchase (Non Medical),P02,"Early Years, Children & Youth",REDACTED,29/01/2014,25.98
Bath & North East Somerset Council,80303448,LA1,Equipment Purchase (Non Medical),P02,"Early Years, Children & Youth",REDACTED,29/01/2014,90.5
Bath & North East Somerset Council,80303448,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,100
Bath & North East Somerset Council,80303448,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,100
Bath & North East Somerset Council,80303448,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,313.04
Bath & North East Somerset Council,80303448,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,313.04
Bath & North East Somerset Council,80303443,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,1000
Bath & North East Somerset Council,80303424,KE3,Transport & Travel,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,32.88
Bath & North East Somerset Council,80303424,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,280.82
Bath & North East Somerset Council,80303424,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,589.29
Bath & North East Somerset Council,80303424,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,825
Bath & North East Somerset Council,80303444,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,613.84
Bath & North East Somerset Council,80303430,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,807
Bath & North East Somerset Council,80303430,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,807
Bath & North East Somerset Council,80303427,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,791
Bath & North East Somerset Council,80303427,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,791
Bath & North East Somerset Council,80303417,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,109.04
Bath & North East Somerset Council,80303417,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,29/01/2014,826
